locale,en,cmn-Hans,af,ar,de,el,fi,fr,ga,hi,hr,hu,id,it,ja,ko,nl,no,pl,pt,ro,ru,es,sw,sv,th,tr,vi,cat,sr-latn
mkz-x-mks,Makasae,马卡萨语,Makasae,الماكاساي,Makasai,Μακασάε,makasae,Makasae,Makasae,मकासेइ,makasae,makaszai,Makasae,Makasae,マカサエ語,마카사이어,Makasae,Makasae,makasai,Macassai,Makasae,макасаи,makasái,Kimakasae,Makassae,มากาแซ,Makasae Dili,Makasae,makassar,makasaji
mkz-x-mko,Makasae (Ossu),马卡赛语（奥苏）,Makasae (Ossu),الماكاساي (اوسو),Makasai (Ossu),Μακασάε (Όσου),makasae (Ossu),Makasae (Ossu),Makasae (Ossu),मकासेइ (ओसू),makasae (ossu),makaszai (ossu),Makasae (Ossu),Makasae (Ossu),マカサエ語（オス）,마카사이어 (오수),Makasae (Ossu),Makasae (Ossu),makasai (Ossu),Macassai (Ossu),Makasareză (Ossu),макасаи (Оссу),makasái ossu,Kimakasae (Ossu),Makasae (Ossu),มากาแซ (โอสซู),Makasae (Ossu),Makasae (Ossu),makasae (ossu),makasaji (Osu)
xmc,Makhuwa-Marrevone,马库瓦-马勒沃内语,Makhuwa-Marrevone,ماخووا (ماريفوني),Marevone,Μακούα-Μαρεβόνε,makhuwa-marrevone,Makua marrevone,Makhuwa-Marrevone,माक्वा-मारेवोने,makuva-marevone,makua (marrevone),Makhuwa-Marrevone,Makhuwa-marrevone,マクア‐マレボネ語,마쿠와마르본어,Makua-Marrevone,Makhuwa-Marrevone,makua-marrevone,Macua-marrevone,Makhuwa-marrevone,макуа-марревоне,makhuwa-marrevone,Makhuwa-Marrevone,Makhuwa-marrevone,มาคูวา-มาร์เรโวเน,Makhuwa-Marrevone,Makhuwa-Marrevone,makhuwa-marrevone,Makua-Marevone
mgh,Makhuwa-Meetto,马库瓦-米图语,Makhuwa-Meetto,مكوا-ميتو,Medo,Μακούα-Μιίτο,makhuwa-meetto,Makua-Meetto,Makhuwa-Meetto,माखहुवा-मीटो,makuva-meto,meto,Makhuwa-Meetto,Makhuwa-meetto,マクア‐メト語,마쿠와메토어,Makhuwa-Meetto,Makhuwa-Meetto,makua-meetto,Macua-meto,Makhuwa-meetto,макуа-меетто,makua-meeto,Kimakhuwa-Meetto,Makua-meetto,มาคูวา-เมเอตโต,Makhuwa-Meetto,Makhuwa-Meetto,makhuwa-meetto,makua-meto
mhm,Makhuwa-Moniga,马夸-莫宁加语,Makhuwa-Moniga,ماكوا-مونيغا,Makua-Moniga,Μακούα-Μονίγκα,makhuwa-moniga,Makua-Moniga (le),Makhuwa-Moniga,Makhuwa-Moniga,makhuwa-moniga,makua-moniga,Makhuwa-Moniga,Makhuwa-moniga,マクア‐モニガ語,마크후와-모니가어,Makhuwa-Moniga,Makhuwa-moniga,makua-moniga,Macua-moniga,Makhuwa-Moniga,макуа-монига,makhua-moniga,Makhuwa-Moniga,Makua-Moniga,มาคูวา-โมนีกา,Makhuwa-Moniga,Makhuwa-Moniga,makhuwa-moniga,Makhuwa-Moniga
vmk,Makhuwa-Shirima,马库瓦-希里马语,Makhuwa-Shirima,ماخووا (شيريما),Makua-Shirima,Μακούα-Σιρίμα,makhuwa-shirima,Makua chirima,Makhuwa-Shirima,माक्वा-शिरीमा,makuva-širima,makua (sirima),Makhuwa-Shirima,Makhuwa-shirima,マクア‐シリマ語,마쿠와시리마어,Makua-Shirima,Makhuwa-Shirima,makua-shirima,Macua-shirima,Makhuwa-shirima,макуа-ширима,makua-shirima,Makhuwa-Shirima,Makhuwa-shirima,มาคูวา-ชีรีมา,Makhuwa-Shirima,Makhuwa-Shirima,makhuwa-shirima,Makua-Širima
kde,Makonde,马孔德语,Makonde,ميكوند,Makonde,Μακόντε,makonde,Makonde,Makonde,माकोन्डे,makonde,makonde,Makonde,Makonde,マコンデ語,마콘데어,Makonde,Makonde,makonde,Maconde,Makonde,маконде,makonde,Kimakonde,Makonde,มาคอนเด,Makonde,Makonde,makonde,makonde
mg,Malagasy,马达加斯加语,Malgassies,المالاغاسية,Malagassi,Μαλγασική,malagassi,Malgache,Malagáisis,मलागासी,malgaški,malgas,Malagasi,Malgascio,マダガスカル語,말라가시어,Malagasi,Madagassisk,malgaski,Malgaxe,Malgaşă,малагасийский,malgache,Kimalagasi,Malagassiska,มาลากาซี,Madagaskar Dili,Malagasy,malgaix,malgaški
mln,Malango,马兰戈语,Malango,مالانغو,Malango,Μαλάνγκο,malango,Malango,Malango,मलाँगो,malango,malango,Malango,Malango,マランゴ語,말랑고어,Malango,Malango,malango,Malango,Malango,маланго,malango,Kimalango,Malango,มาลังโก,Malango Dili,Malango,malango,malango
sgn-mw,Malawi Sign Language,马拉维手语,Malawiese Gebaretaal,لغة الاشارات الملاوية,Malawische Gebärdensprache,Νοηματική Γλώσσα της Μαλάουι,malawilainen viittomakieli,Langue des signes malawite,Teanga Chomharthaíochta na Maláive,मलावी साइन लैंग्वेज,malavijski znakovni jezik,malawi jelnyelv,Bahasa Isyarat Malawi,Lingua dei segni malawiana,マラウイ手話,말라위 수어,Malawische Gebarentaal,Malawisk tegnspråk,malawijski język migowy,Língua de sinais malauiana,Limbajul semnelor malawian,малавийский жестовый,lenguaje de señas malauí,Lugha ya Ishara ya Malawi,Malawiskt teckenspråk,ภาษามือมาลาวี,Malavi İşaret Dili,Malawi (Ngôn ngữ ký hiệu),llengua de signes malawiana,malavijski znakovni jezik
ms,Malay,马来语,Maleis,الملايية,Malaiisch,Μαλαϊκή,malaiji,Malais,Malaeis,मलय,malajski,maláj,Melayu,Malese,マレー語,말레이어,Maleis,Malayisk,malajski,Malaio,Malaeză,малайский,malayo,Kimalay,Malajiska,มาเลย์,Malay Dili,Malay,malai,malajski
pmy,Malay (Papuan),马来语（巴布亚）,Maleis (Papoeas),الملايية (بابوا),Malaiisch (papuanisch),Μαλαϊκή (Παπούα),malaiji (papualainen),Malais papou,Malay (Papuan),Malay (Papuan),malajski (papuanski),maláj (pápua),Melayu (Papua),Malese (papuano),マレー語（パプア）,말레이어 (파푸아어),Maleis (Papoea),Malayisk (papuansk),malajski (papuaski),Malaio (papua),Malaeză (papua),малайский (папуасский),malayo (papú),Malay (Papuan),Malajiska (Papua),มาเลย์ (ปาปัว),Malay (Papuan),Malay (Papuan),malai (papús),malajski (papuanski)
ml,Malayalam,马拉雅拉姆语,Malabaars,الماليالمية,Malayalam,Μαλαγιάλαμ,malajalam,Malayalam,Mailéalaimis,मलयालम,malajalamski,malajálam,Malayalam,Malayalam,マラヤラム語,말라얄람어,Malayalam,Malayalam,malajalam,Malaiala,Malayalam,малаялам,malayálam,Kimalayalamu,Malayalam,มาลายาลัม,Malayalam Dili,Malayalam,malaiàlam,malajalam
xml,Malaysian Sign Language,马来西亚手语,Maleisiese Gebaretaal,لغة الاشارات الماليزية,Malaiische Gebärdensprache,Νοηματική Γλώσσα της Μαλαισίας,malesialainen viittomakieli,Langue des signes malaise,Teanga Chomharthaíochta na Malaeisia,मलेशियन साइन लैंग्वेज,malezijski znakovni jezik,maláj jelnyelv,Bahasa Isyarat Malaysia,Lingua dei segni malaysiana,マレーシア手話,말레이시아 수어,Maleise Gebarentaal,Malaysisk tegnspråk,malezyjski język migowy,Língua de sinais malásia,Limbajul semnelor malaez,малайзийский жестовый,lenguaje de señas malasio,Lugha ya Ishara ya Malaysia,Malaysiskt teckenspråk,ภาษามือมาเลเซีย,Malezya İşaret Dili,Malaysia (Ngôn ngữ ký hiệu),llengua de signes malàisia,malezijski znakovni jezik
mt,Maltese,马耳他语,Maltees,المالطية,Maltesisch,Μαλτεζική,malta,Maltais,Máltais,मॉल्टीस,malteški,máltai,Malta,Maltese,マルタ語,몰타어,Maltees,Maltesisk,maltański,Maltês,Malteză,мальтийский,maltés,Kimalta,Maltesiska,มอลตา,Malta Dili,Malta,maltès,malteški
mdl,Maltese Sign Language,马耳他手语,Maltesiese Gebaretaal,لغة الاشارات المالطية,Maltesische Gebärdensprache,Μαλτεζική Νοηματική Γλώσσα,maltalainen viittomakieli,Langue des signes maltaise,Maltese Sign Language,माल्टीज़ साइन लैंग्वेज,malteški znakovni jezik,máltai jelnyelv,Bahasa Isyarat Malta,Lingua dei segni maltese,マルタ手話,몰타 수어,Maltese Gebarentaal,Maltesisk tegnspråk,maltański język migowy,Língua de sinais maltesa,Limbajul semnelor maltez,мальтийский жестовый,lenguaje de señas maltés,Maltese Sign Language,Maltesiskt teckenspråk,ภาษามือมอลตา,Malta İşaret Dili,Malta (Ngôn ngữ ký hiệu),llengua de signes maltesa,Malteški znakovni jezik
mam,Mam,马姆语,Mam,المامية,Mam,Μαμ,mam,Mam,Mam,माम,mam,mam,Mam,Mam,マム語,맘어,Mam,Mam,mam,Mam,Mam,мам,mam,Kimamu,Mam,มัม,Mama,Mam,mam,mam
mqj,Mamasa,马马萨语,Mamasa,الماماسية,Mamasa,Μαμάσα,mamasa,Mamasa,Mamasa,मामासा,mamasa,mamasa,Mamasa,Mamasa,ママサ語,마마사어,Mamasa,Mamasa,mamasa,Mamasa,Mamasa,мамаса,mamasa,Mamasa,Mamasa,มามาซา,Mamasa,Mamasa,mamasa,Mamasa
mgm-x-mma,Mambae (Aileu),曼拜语（阿伊莱乌）,Mambai (Aileu),المامباي (آيليو),Mambai (Aileu),Μαμπάε (Αϊλέου),mambae (Aileu),Mambae (Aileu),Mambae (Aileu),माम्बे (आइल्यू),mbae (aileu),mambai (aileu),Mambae (Aileu),Mambai (Aileu),マンバエ語（アイレウ）,맘바이어 (알리에우),Mambae (Aileu),Mambae (Aileu),mambae (Aileu),Mambai (aileu),Mambae (Aileu),мамбаи (аилеу),mambái aileu,Kimambae (Aileu),Mambai (Aileu),มัมแบ (ไอลิว),Mambae (Aileu),Mambae (Aileu),mambae (aileu),mambaji (Ajleu)
mgm-x-mms,Mambae (Ainaro and Same),曼拜语（阿伊纳罗和萨姆）,Mambai (Ainaro en Same),المامباي (آينارو وسام),Mambai (Ainaro und Same),Μαμπάε (Αϊνάρο και Σάμε),mambae (Ainaro ja Same),Mambae (Ainaro et Same),Mambae (Ainaro and Same),माम्बे (आइनारो और सामे),mambae (ainaro i same),mambai (ainaro és same),Mambae (Ainaro dan Same),Mambai (Ainaro e Same),バエ語（アイナロおよびサメ）,맘바이어 (아이나로 및 사메),Mambae (Ainaro en Same),Mambae (Ainaro og Same),mambae (Ainaro i Same),Mambai (ainaro e same),Mambae (Ainaro şi Same),мамбаи (аинару и саме),mambái ainaro y same,Kimambae (Ainaro na Same),Mambai (Ainaro och Same),มัมแบ (ไอนาโรและซาเม),Mambae (Ainaro ve Same),Mambae (Ainaro và tương tự),mambae (ainaro i same),mambaji (Ajnaro i Same)
mgm-x-mme,Mambae (Ermera),曼拜语（埃尔梅拉）,Mambai (Ermera),المامباي (ايرميرا),Mambai (Ermera),Μαμπάε (Ερμέρα),mambae (Ermera),Mambae (Ermera),Mambae (Ermera),माम्बे (एरमेरा),mambae (ermera),mambai (ermera),Mambae (Ermera),Mambai (Ermera),マンバエ語（エルメラ）,맘바이어 (에르메라),Mambae (Ermera),Mambae (Ermera),mambae (Ermera),Mambai (ermera),Mambae (Ermera),мамбаи (эрмера),mambái ermera,Kimambae (Ermera),Mambai (Ermera),มัมแบ (เอร์เมรา),Mambae (Ermera),Mambae (Ermera),mambae (ermera),mambaji (Ermera)
mgr,Mambwe-Lungu,曼布韦－伦古语,Mambwe-Lungu,المامبوي - ونجو,Mambwe-Lungu,Μάμπουε-Λούνγκου,mambwe-lungu,Mambwe-Lungu,Mambwe-Lungu,माम्बे-लुंगु,mambwe-lungu,mambwe-rungu,Mambwe-Lungu,Mambwe-lungu,マンブウェ‐ルング語,맘브웨룽구어,Mambwe-Lungu,Mambwe-lungu,mambwe-lungu,Mambwe-lungu,Mambwe-Lungu,мамбве-лунгу,mambue-lungu,Kimambwe-Lungu,Mambwe-lungu,มัมบเว-ลุงกู,Mambve-Lungu Dili,Mambwe-Lungu,mambwe-lungu,mambve-lungu
xmm,Manado Malay,马纳多马来语,Manadonese Maleis,الملايية مانادو,Menado-Malaiisch,Μαλαϊκή Μανάντο,mando-malaiji,Malais de Manado,Manado Malay,Manado Malay,malajski (manado),manado maláj,Manado,Manado Malay,メナド・マレー語,마나도 말레이어,Manado-Maleis,Malayisk (Manado),manado,Manado malay,Manado malay,минахасский малайский,malayo manado,Manado Malay,Malajiska (Manado),มาเลย์มานาโด,Manado Malay,Manado Malay,malai de Manado,Manado Malay
mjl,Mandeali,曼迪阿里语,Mandeali,مانديالي,Mandeali,Μαντεάλι,mandeali,Mandeali,Mandeali,Mandeali,mandeali,mandéálí,Mandeali,Mandeali,マンデアーリー語,만데알리어,Mandeali,Mandeali,mandeali,Mandeali,Mandeali,мандеали,mandealí,Mandeali,Mandeali,มันเดียลี,Mandeali,Mandeali,Mandeali,Mandeali
mnk,Mandinka,马丁卡语,Mandinka,الماندينغية,Mandinkakan,Μαντίνκα,mandinka,Mandinka,Mandinka,Mandinka,mandinka,malinke,Mandingo,Mandingo,マンディンカ語,만딩카어,Mandinka,Mandinka,mandinka,Mandinga,Mandinka,мандинка,mandinka,Mandinka,Mandinka,มานดินกา,Mandingo,Mandinka,mandinka,Mandinka
mfv,Mandjak,曼贾克语,Mandjak,الماندجاك,Mandyak,Μάντζακ,mandjak,Manjaque,Mandjak,मानयाक,mandjak,mandjak,Mandjak,Mandjak,マンジャク語,만자크어,Mandjak,Mandjak,mandjak,Mandjaco,Manjiak,манджак,manyacú,Kimandjak,Mandjak,มันด์จัก,Mandjak,Mandjak,mandjak,manđak
mrv,Mangareva,曼加雷瓦语,Mangareva,مانغريفا,Mangarevanisch,Μανγκαρέβα,mangareva,Mangareva,Mangareva,मान्गारेवा,mangareva,mangareva,Mangareva,Mangareva,マンガレバ語,망가레바어,Mangareva,Mangareva,mangareva,Mangareva,Mangareva,мангарева,mangareva,Kimangareva,Mangareva,มังกาเรวา,Mangareva,Mangareva,mangareva,mangareva
mdj,Mangbetu,芒贝图语,Mangbetu,مانغبيتو,Mangbetu,Μανγκμπέτου,mangbetu,Mangbetu,Mangbetu,मान्गबेटु,mangbetu,mangbetu,Mangbetu,Mangbetu,マングベツ語,망베투어,Mangbetu,Mangbetu,mangbetu,Mangbetu,Mangbetu,мангбету,mangbetu,Mangbetu,Mangbetu,มางเบตู,Mangbetu,Mangbetu,mangbetu,mangbetu
emk,Maninkakan (Eastern),马宁卡坎语（东部）,Maninkakan (Oostelike),مانينكاكن (شرقية),Maninkakan (Östlich),Μανινκάναν (Ανατολική),maninkakan (itä-),Maninkakan oriental,Maninkakan (an Oirthir),मानिन्काकन (पूर्वी),maninkakan (istočni Sijera Leone),keleti maninkakan,Maninkakan (Timur),Maninka orientale,マニンカカン語（東部）,마닌카칸어 (동부),Maninkakan (Oostelijk),Maninkakan (østlig),maninka (wschodni),Maninkakan (oriental),Maninkakan de est,манинка (восточный),maninkakan oriental,Kimaninkakan (Cha Mashariki),Malinke (östlig),มานินกากัน (ตะวันออก),Maninkakan (Doğu),Maninkakan (Eastern),mannka kankan,maninkakan (istočni)
mni,Manipuri,曼尼普尔语,Manipuri,المانيبورية,Meithei,Μανιπούρι,manipuri,Meithei,Manipuri,मणिपुरी,manipurski,manipuri,Manipuri,Manipuri,マニプリ語,마니푸르어,Manipuri,Manipuri,manipuri,Manipuri,Meithei,манипури,manipuri,Kimanipuri,Manipuri,มณีปุริ,Manipuri,Manipuri,manipuri,manipuri
mni-latn,Manipuri (Roman),曼尼普尔语（拉丁字母）,Manipuri,المانيبورية (لاتينية),Meithei (Lateinisch),Μανιπούρι (Λατινικό αλφάβητο),manipuri (latin.),Meithei (latin),Manipuri (Roman),Manipuri (Roman),manipuri (latinica),manipuri (latin betűs),Manipuri (Romawi),Manipuri (caratteri latini),マニプリ語（ローマ字）,마니푸르어 (로마자),Manipuri (Latijns),Manipuri (latinsk skrift),manipuri (alfabet łaciński),Manipuri (latino),Manipuri (alfabet latin),манипури (латиница),manipuri (alfabeto latino),Manipuri (Roman),Manipuri (latinsk skrift),มณีปุริ (โรมัน),Manipuri (Roman),Manipuri (Roman),manipuri (alfabet llatí),Manipuri (Roman)
knf,Mankanya,曼卡尼亚语,Mankanya,مانكانيا,Mankanya,Μανκάνια,mankanja,Mankanya,Mankanya,Mankanya,mankanya,mankanya,Mankanya,Mankanya,マンカニャ語,만카냐어,Mankanya,Mankanya,mankanya,Mancanha,Mankanya,манканья,mankanya,Mankanya,Mankanya,มานคานยา,Mankanya,Mankanya,Mankanya,Mankanja
mev,Mano,马诺语,Mano,مانو,Mano,Μάνο,mano,Mano,Mano,मानू,mano,mano,Mano,Mano,マノ語,마노어,Mano,Mano,mano,Mano,Mano,мано,mano,Mano,Mano,มาโน,Mano,Mano,mano,Mano
mns,Mansi,曼西语,Mansies,المانسية,Mangas,Μάνσι,mansi,Mansi,Mansi,Mansi,mansijski,manysi,Mansi,Mansi,マンシ語,만시어,Mansi,Mansi,mansyjski,Mansi,Mansi,мансийский,mansi,Mansi,Mansiska,มานซี,Mansi,Mansi,mansi,Mansi
mny,Manyawa,马尼亚瓦语,Manyawa,منياوا,Manyawa,Μανιάουα,manyawa,Manyawa,Manyawa,मान्यावा,manjava,manyawa,Manyawa,Manyawa,マニャワ語,마니아와어,Manyawa,Manyawa,manyawe,Manyawa,Manyawa,маньява,manyawa,Kimanyawa,Manyawa,มันยาวา,Manyawa Dili,Manyawa,manyawa,manjava
mi,Maori,毛利语,Maori,الماوورية,Maori,Μαορί,maori,Maori,Maorais,माउरी,maorski,maori,Maori,Maori,マオリ語,마오리어,Maori,Maori,maoryski,Maori,Maori,маори,maorí,Kimaori,Maori,เมารี,Maori Dili,Maori,maori,maorski
arn,Mapudungun,马普切语,Mapudungun,المابوتشية,Mapudungun,Μαπουντούνγκουν,mapudungu,Mapudungun,Mapudungun,मापूदुनगुन,mapudungun,araukán,Mapudungun,Mapudungun,マプドゥングン語,마푸둥군어,Mapudungun,Mapudungun,mapucze,Mapudungun,Mapadungun,мапуче,mapudungun,Kimapudungun,Mapudungun,มาปูดุนกุน,Mapudungun Dili,Mapudungun,mapudungun,mapudungun
mch,Maquiritari,耶夸纳语,Maquiritari,يكوانا,Yecuana,Μακουιριτάρι,yekuana,Yekuana,Ye’kuana,Ye’kuana,yekuana,jekvana,Maquiritari,Yekuana,マキリタリ語,예쿠아나어,Maquiritari,Ye’kuana,Ye’kuana,Iecuana,Yecuana,макиритаре,yekuana,Ye’kuana,Maquiritari,เยคูอานา,Ye’kuana,Ye’kuana,Ye’kuana,Ye’kuana
rag,Maragoli,马拉戈勒语,Maragoli,ماراغولي,Ragoli,Μαραγκόλι,maragoli,Maragoli,Maragoli,मारागोली,maragoli,maragoli,Maragoli,Maragoli,マラゴリ語,마라골리어,Maragoli,Maragoli,maragoli,Maragoli,Maragoli,мароголи,maragoli,Kimaragoli,Maragoli,มาราโกลี,Maragoli Dili,Maragoli,maragoli,maragoli
mrw,Maranaw,马拉瑙语,Maranaw,ماراناو,Maranao,Μαρανάο,maranaw,Maranaw,Maranaw,मारानाओ,maranaw,maranao,Maranaw,Maranao,マラナウ語,마라나오어,Maranaw,Maranao,maranao,Maranaw,Maranao,маранао,maranao,Kimaranaw,Maranaw,มารานอว์,Maranao,Maranaw,maranaw,maranav
mr,Marathi,马拉提语,Mahratti,المهراتية,Marathi,Μαράτι,marathi,Marathi,Marathi,मराठी,marathi,maráthi,Marati,Marathi,マラーティー語,마라티어,Marathi,Marathi,maracki,Marata,Marathi,маратхи,maratí,Kimarathi,Marathi,มราฐี,Marathi,Marathi,marathi,marati
mhr,Mari,马里语,Mari,المارية,Mari,Μάρι,mari,Mari,Mari,मारी,mari,mari,Mari,Mari,マリ語,마리어,Mari,Mari,maryjski,Mari,Mari,марийский,mari,Kimari,Mari,มารี,Mari Dili,Mari,mari,mari
mrj,Mari (Hill),山地马里语,Marijies (Berg),المارية (التلال),Mari (Bergmari),Μάρι (λόφων),mari (vuori-),Mari des montagnes,Mari (Hill),Mari (Hill),marijski (brdski),hegyi mari,Mari (Bukit),Mari della collina,マリ語（山地）,마리어 (산지),Mari (Weide),Marisk (fjellmarisk),górnomaryjski,Mari (hill),Mari (Hill),горно-марийский,mari de las colinas,Mari (Hill),Mari (västlig),มารี (ภูเขา),Mari (Hill),Mari (Hill),alt mari,Mari (Hill)
mqm,Marquesian (Hiva Oa),马克萨斯语（希瓦瓦岛）,Marquesiaans (Hiva Oa),المركيزية (هايفا او),Marquesanisch (Hiva Oa),Μαρκεσική (Χίβα Όα),marquesas (Hiva Oa),Marquisien (Hiva Oa),Marquesian (Hiva Oa),मार्केसियन (हीवा ओआ),markeški (Hiva Oa),Marquises-szigeteki (Hiva Oa),Marquesian (Hiva Oa),Marchesano (Hiva Oa),マルケサス語（ヒバ･オア）,마르키즈어 (히바오아),Marquesiaans (Hiva Oa),Marquesisk (Hiva Oa),markizański (Hiva Oa),Marquesiano (Hiva Oa),Marchizană (hiva’oa),маркизский (Хива-Оа),marquesiano de Hiva Oa,Kimakwesia (cha Hiva Oa),Marquesiska (Hiva Oa),มาร์เคซัส (ฮิวา โออา),Markezyan Dili (Hiva Oa),Marquesian (Hiva Oa),marquesà del sud,markiski (Iva Oa)
