id	kanji	kana	translation
37648	打ち掛け	うちかけ	和式罩衫，暂停，中途停止
37649	打ち揃う	うちそろう	聚齐，凑在一起
37650	打ち方	うちかた	放枪，放炮，射击，打法
37651	打ち明ける	うちあける	毫不隐瞒地说出，坦率说出
37652	打ち明け話	うちあけばなし	心腹话，知心话，开诚布公的话，坦白
37653	打ち止め	うちどめ	结束，终了，停止使用
37654	打ち止める	うちとめる	钉住，钉牢，杀死，砍死
37655	打ち歩	うちぶ	贴水，升水，溢价
37656	打ち殺す	うちころす	打死
37657	打ち殺す	ぶちころす	打死，杀
37658	打ち気	うちき	积极准备打
37659	打ち水	うちみず	洒水，洒的水
37660	打ち沈む	うちしずむ	消沉，无精打采，忧郁，闷闷不乐
37661	打ち消し	うちけし	否认，否定
37662	打ち消す	うちけす	否定，否认，消除
37663	打ち物	うちもの	刀，枪，锻造，锻件
37664	打ち留め	うちどめ	结束，终了，停止使用
37665	打ち直す	うちなおす	重新打，重弹
37666	打ち砕く	うちくだく	打碎，粉碎，打烂，摧毁
37667	打ち破る	うちやぶる	打破，破坏，打败，攻破
37668	打ち立てる	うちたてる	建立，树立，奠定
37669	打ち粉	うちこ	磨刀粉，扑粉，痱子粉，扑面
37670	打ち紐	うちひも	绦子，绦带
37671	打ち絶えて	うちたえて	完全，全然，一点儿也～～
37672	打ち継ぐ	うちつぐ	接着下，继续比赛
37673	打ち続く	うちつづく	接连不断，连绵
37674	打ち網	うちあみ	撒网
37675	打ち綿	うちわた	弹的棉花，重弹的旧棉花
37676	打ち綿機	うちわたき	轧棉机，轧花机
37677	打ち興ずる	うちきょうずる	消遣，作乐
37678	打ち荷	うちに	投弃货物，投弃的货物
37679	打ち萎れる	うちしおれる	萎靡不振，垂头丧气
37680	打ち落とす	うちおとす	打落，打下来，砍下，砍掉
37681	打ち見る	うちみる	乍看，稍一看，从外表看
37682	打ち解ける	うちとける	融洽，无隔阂，随便，无拘束
37683	打ち解け話	うちとけばなし	实话，贴心话
37684	打ち負かす	うちまかす	打败，战胜
37685	打ち負ける	うちまける	打输，在打的方面输给对方
37686	打ち身	うちみ	青肿，跌打损伤
37687	打ち込み	うちこみ	热中，全神贯注，迷恋，高压球，猛刺
37688	打ち込む	うちこむ	打进，砸进，射进，猛烈叩杀
37689	打ち込む	ぶちこむ	投入，扔进，关在里面，打进
37690	打ち返す	うちかえす	打回去，还击，翻，重弹
37691	打ち連れる	うちつれる	一起去，同去，搭伴去
37692	打ち過ぎる	うちすぎる	过去，消逝
37693	打ち違い	うちちがい	错打，打错，十字斜交叉形，互相交叉
37694	打ち違える	うちちがえる	对打，交锋，使～～交叉，打错
37695	打ち金	うちがね	锤，动力锤的头部，冲面
37696	打ち集う	うちつどう	聚会，集会
37697	打ち頃	うちごろ	好打
37698	打ち首	うちくび	斩首，斩刑
37699	打って出る	うってでる	出马，登台，出击敌人
37700	打っ付け	ぶっつけ	最初，起头，突然，直率
37701	打っ付け本番	ぶっつけほんばん	上场就演，开门见山，直截了当，一开始就进入正题
37702	打っ倒れる	ぶったおれる	倒下
37703	打っ切る	ぶっきる	切，砍，劈，剁
37704	打っ手切る	ぶったぎる	用力砍，猛切，猛砍
37705	打っ手繰る	ぶったくる	夺，劫掠，硬抢，敲竹杠
37706	打っ掛ける	ぶっかける	泼，洒，喷
37707	打っ放す	ぶっぱなす	射出，发射
37708	打っ欠き	ぶっかき	碎冰块
37709	打っ欠く	ぶっかく	打碎，砸成碎块
37710	打っ続け	ぶっつづけ	继续不断
37711	打っ裂く	ぶっさく	撕开，扯破，撕裂
37712	打っ込む	ぶっこむ	打入，扔进去
37713	打っ通し	ぶっとおし	连续不断，不间断
37714	打っ違い	ぶっちがい	交叉
37715	打っ飛ばす	ぶっとばす	狠打，打倒
37716	打っ魂消る	ぶったまげる	大吃一惊，吓一跳
37717	打つ	うつ	打，揍，殴打，碰
37718	打つ	ぶつ	打，击，演说
37719	打つ手	うつて	采取的手段，办法，对策
37720	打倒	だとう	打倒，打败
37721	打力	だりょく	击球的力量
37722	打席	だせき	击球员位置
37723	打撃	だげき	打击，击球
37724	打撲	だぼく	打，磕碰，碰撞，扑打
37725	打撲傷	だぼくしょう	挫伤，碰伤，跌伤，摔伤
37726	打擲	ちょうちゃく	打，揍
37727	打棒	だぼう	球棒，击球
37728	打楽器	だがっき	打击乐器
37729	打瀬網	うたせあみ	囊式拖网
37730	打点	だてん	击球得分
37731	打率	だりつ	安全打击球率
37732	打球	だきゅう	打球，打出的球
37733	打破	だは	打破，破除，打败
37734	打算	ださん	算计，盘算
37735	打算的	ださんてき	打小算盘，患得患失
37736	打線	だせん	击球员的阵容丄实力
37737	打者	だしゃ	击球员
37738	打診	だしん	叩诊，敲诊，试探，探询
37739	打開	だかい	打开，开辟，解决
37740	打陣	だじん	击球员的阵容
37741	打電	だでん	打电报，拍电报
37742	打順	だじゅん	击球顺序
37743	払い	はらい	付款，付钱
37744	払いのける	はらいのける	推开，甩开，掸掉
37745	払い下げ	はらいさげ	出售，转让，处理
37746	払い下げる	はらいさげる	售与，转让，处理
37747	払い出す	はらいだす	付出，支出，驱除
37748	払い戻し	はらいもどし	退还，付还
37749	払い戻す	はらいもどす	退还，付还
37750	払い手	はらいて	付款人
37751	払い渡し	はらいわたし	支付，付款
37752	払い渡す	はらいわたす	支付，付款
37753	払い落とす	はらいおとす	拂落，掸落
37754	払い込み	はらいこみ	缴纳，交纳
37755	払い込む	はらいこむ	缴纳，交纳
37756	払い過ぎる	はらいすぎる	多付
37757	払う	はらう	拂，掸，支付，赶
37758	払子	ほっす	拂尘
37759	払底	ふってい	匮乏，缺乏，告罄
37760	払拭	ふっしき	拂拭，肃清，削除
37761	払暁	ふつぎょう	拂晓，黎明
37762	托葉	たくよう	托叶
37763	托鉢	たくはつ	托钵，化缘
37764	扞格	かんかく	互不相容，互相冲突
37765	扮する	ふんする	扮演，扮装
37766	扮装	ふんそう	装扮，化装，打扮
37767	扱い	あつかい	使用，操纵，待，待遇
37768	扱い人	あつかいにん	经手人，经办人，调停人
37769	扱い方	あつかいかた	用法，操作方法，处理方法，对待的办法
37770	扱う	あつかう	待，待遇，对待，接待
37771	扱き	しごき	捋，严苛的训练
37772	扱き下ろす	こきおろす	贬斥，一贬到底，贬入地下，贬得一钱不值
37773	扱き使う	こきつかう	任意驱使，虐待丯
37774	扱き帯	しごきおび	用整幅布捋成的妇女腰带
37775	扱き混ぜる	こきまぜる	掺合，混合，搅拌
37776	扱き落とす	こきおとす	捋下来
37777	扱く	こく	捋，捋掉
37778	扱く	しごく	捋，严格训练
37779	扶助	ふじょ	扶助，帮助，扶养
37780	扶持	ふち	武士的粮饷，俸禄
37781	扶桑	ふそう	扶桑，扶桑
37782	扶植	ふしょく	扶植，灌输
37783	扶翼	ふよく	扶翼，辅佐
37784	扶育	ふいく	抚育，养育，抚养
37785	扶養	ふよう	扶养
37786	扶養家族	ふようかぞく	扶养家属
37787	批准	ひじゅん	批准
37788	批判	ひはん	批判，批评，评论
37789	批判的	ひはんてき	批判的
37790	批正	ひせい	批评改正
37791	批点	ひてん	圈点，批点，批评之点，修改之点
37792	批評	ひひょう	批评，评论，影评
37793	批評家	ひひょうか	批评家，评论家
37794	批評眼	ひひょうがん	批评的眼力，批评能力
37795	扼する	やくする	扼，用力掐住，扼守，把守
37796	扼殺	やくさつ	扼杀，掐死
37797	扼腕	やくわん	扼腕
37798	承け台	うけだい	托架，支座，垫木，摇架
37799	承り所	うけたまわりしょ	服务台，问讯处
37800	承る	うけたまわる	听，恭听，遵从，接受
37801	承伏	しょうふく	服从，听从
37802	承前	しょうぜん	承前，接前文，接上回
37803	承句	しょうく	第二句
37804	承引	しょういん	承诺，答应，应允
37805	承服	しょうふく	服从，听从
37806	承知	しょうち	同意，赞成，答应，知道
37807	承知ずく	しょうちずく	彼此彸抦偺彆 [偟傚偆偪偺偡偗]  ///   知道了，答应了
37808	承継	しょうけい	承袭，继承
37809	承認	しょうにん	承认，批准，同意
37810	承諾	しょうだく	同意，答应，承诺，应诺
37811	技	わざ	技，技能，本领，招儿
37812	技官	ぎかん	技术官员
37813	技工	ぎこう	手艺，技工
37814	技巧	ぎこう	技巧
37815	技師	ぎし	工程师，技师
37816	技手	ぎしゅ	技术员
37817	技法	ぎほう	技术，技巧
37818	技監	ぎかん	技监，技师总监
37819	技能	ぎのう	技能，本领
37820	技芸	ぎげい	技术，手艺
37821	技術	ぎじゅつ	技术，工艺
37822	技術士	ぎじゅつし	工程师，工程技术人员
37823	技術家	ぎじゅつか	技术专家
37824	技術屋	ぎじゅつや	搞技术的，技术人员
37825	技術畑	ぎじゅつばたけ	工程技术领域，技术界
37826	技術的	ぎじゅつてき	技术的，技术性的，技术上的
37827	技術者	ぎじゅつしゃ	技术人员，技师，工程师
37828	技量	ぎりょう	本事，本领，技能，能耐
37829	抄する	しょうする	摘抄，摘录
37830	抄出	しょうしゅつ	摘录，摘出，抄出
37831	抄本	しょうほん	抄本，抄件，节本，摘录本
37832	抄紙機	しょうしき	抄纸机
37833	抄訳	しょうやく	节译，摘译
37834	抄造	しょうぞう	抄制，抄纸
37835	抄録	しょうろく	抄录，摘录
37836	抉じ開ける	こじあける	撬开
37837	抉り出す	えぐりだす	挖出，剜出
37838	抉り取る	えぐりとる	挖掉，挖去，剜掉，剜取
37839	抉る	えぐる	挖，剜，深挖，追究
37840	抉る	くじる	挖，掏，剜，掏
37841	抉る	こじる	撬，剜
37842	把	わ	把，束，捆
37843	把持	はじ	抓住，把持住，把捉
37844	把捉	はそく	掌握，抓住
37845	把握	はあく	紧握，充分理解，掌握，抓住
37846	抑える	おさえる	压制，镇压，控制，抑制
37847	抑え込み	おさえこみ	压住，摁住，扣住
37848	抑え込む	おさえこむ	压住，按住，扣住，控制住
37849	抑制	よくせい	抑制，制止
37850	抑制型予算	よくせいがたよさん	抑制式紧缩预算
37851	抑制神経	よくせいしんけい	抑制神经
37852	抑圧	よくあつ	压制，压迫
37853	抑情	よくじょう	抑制欲情
37854	抑揚	よくよう	抑扬
37855	抑止	よくし	抑制，制止
37856	抑止力	よくしりょく	威慑力量
37857	抑留	よくりゅう	扣留，扣下
37858	抑音	よくおん	抑音
37859	抑鬱	よくうつ	抑郁
37860	抓む	つむ	掐，捏，拧
37861	抓る	つねる	掐，拧
37862	投げ	なげ	摔倒，认输，抛出
37863	投げる	なげる	投，抛，扔，掷
37864	投げ上げる	なげあげる	往上扔，抛起
37865	投げ付ける	なげつける	扔去，扔到～～上，投掷
37866	投げ入れ	なげいれ	自由式插花法
37867	投げ入れる	なげいれる	投入，扔入
37868	投げ出す	なげだす	抛出，扔下，甩，抛弃
37869	投げ勝つ	なげかつ	凭投球取胜，投球封住打手
37870	投げ売り	なげうり	抛售，甩卖
37871	投げ技	なげわざ	摔倒的招数
37872	投げ捨てる	なげすてる	扔掉，抛弃，丢弃，丢开
37873	投げ掛ける	なげかける	投，扔过去，投到，提出
37874	投げ文	なげぶみ	从屋外投进来的信
37875	投げ物	なげもの	抛出的股票，抛售的货物，甩卖品
37876	投げ相場	なげそうば	抛售价格
37877	投げ矢	なげや	投镖，飞镖
37878	投げ縄	なげなわ	套索
37879	投げ荷	なげに	投弃的货物
37880	投げ輪	なげわ	掷环
37881	投げ込む	なげこむ	投入，扔进
37882	投げ返す	なげかえす	投回去，扔回去
37883	投げ遣り	なげやり	马虎，草率，随便
37884	投げ銭	なげせん	掷给乞丐的钱币
37885	投げ飛ばす	なげとばす	猛扔出去，甩出去
37886	投げ首	なげくび	低着头
37887	投ずる	とうずる	投，投入，投身，跳进去
37888	投下	とうか	投下，投掷，投
37889	投与	とうよ	给药，投与，扔给
37890	投了	とうりょう	认输
37891	投光	とうこう	照明
37892	投入	とうにゅう	投入，扔进去，投入
