word,phonetic,translation
pimply,'pimpli,"a. 有丘疹的, 多脓疱的"
pin,pin,"n. 大头针, 针, 别针, 栓, 销子, 图钉, 插头, 管脚, 品(液量单位)\nvt. 将...用针别住, 钉住, 压住, 牵制, 使不能动, 归罪于\na. 针的, 销子的, 闩的"
pinafore,'pinәfɒ:,"n. 围巾, 围裙, 围涎"
pinata,pɪ'nɑ:tə,n. <西>彩罐
pinball,'pinbɒ:l,"n. 钉球戏, 弹球戏"
pincer,ˈpɪnsə(r),n. （甲壳动物的）螯； 钳子
pincers,'pinsәz,"n. 钳子, 镊子, 钳形运动, 螯\n[医] 镊子, 乳牙(马)"
pinch,pintʃ,"n. 捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头\nvt. 捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索\nvi. 收缩, 节省, 挤压, 引起苦恼"
pinched,'pintʃt,"a. 消瘦的, 疲倦的"
pinching,'pintʃiŋ,a. 吝啬的；引起痛苦的
pincushion,'pin.kuʃәn,n. 针垫
pine,pain,"n. 松树, 松木\nvi. 消瘦, 憔悴, 痛苦, 怀念, 渴望\n[计] 邮件程序"
pineal,'piniәl,"a. 松球状的, 松果体的\n[医] 松果体的, 松果体, 松果状的"
pineapple,'pain.æpl,"n. 凤梨, 菠萝, 失业救济金\n[医] 凤梨, 波萝"
pinecone,'painkәun,"n. 松球, 松果"
pinewood,,"n. 松林, 松木"
ping,piŋ,"n. 砰(子弹击中时的声音), 报时的最后一声, 声脉冲\nvi. 砰(铛)地发声\n[计] internet网络包测程序, 连通性检测命令"
pinging,'piŋiŋ,震性
pinhead,'pinhed,"n. 针头, 小东西, 微不足道的东西"
pinhole,'pinhәul,"n. 针孔, 小孔, 蛀洞\n[机] 针孔, 砂眼"
pinion,'pinjәn,"n. 鸟翼, 翅膀, 翅前翼, 羽毛, 小齿轮\nvt. 剪断翼尖, 绑住...两臂"
pink,piŋk,"n. 粉红色, 石竹花, 化身, 典范, 头面人物, 极度\na. 粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的\nvt. 刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色\nvi. 变粉红色"
pinkie,'piŋki,"n. 小手指, 尖尾渔船, 廉价红葡萄酒, 观点激进者, 石鲈\n[法] 平克顿私家侦探公司的侦探, 便衣侦探"
pinking,'pɪŋkɪŋ, 震性; 刺戳
pinkish,'piŋkiʃ,a. 略带桃色的
pinkness,,"n. 粉红色；化身, 典范；石竹花；头面人物 (pink的变形)"
pinko,'piŋkәu,n. 政治观点有点左倾的人
pinky,'piŋki,"a. 带淡红色的, 比较激进的"
pinna,'pinә,"n. 翼, 鳍及相当的器官, 羽片, 耳廓\n[医] 耳廓, 翼, 羽"
pinnace,'pinis,"n. 舰载艇, 大舢板"
pinnacle,'pinәkl,"n. 小尖塔, 尖峰, 高峰, 极点\nvt. 造小尖塔, 置于尖顶上"
pinned,['pind],v. 用针别住(pin的过去分词); 刺穿; 牵制\na. 用针别住的; 被压制的
pinniped,'piniped,a. 有鳍状肢的
pinochle,"'pi:nʌkl, -nɔ-",n. 一种纸牌游戏
pinole,pi'nәulei,"n. 糖炒玉米粉, 炒粉"
pinon,'pɪnjən,"n. 矮松, 矮松果"
pinpoint,'pinpɒint,"n. 极小之物, 针尖, 立锥之地, 精确位置\nvt. 精确地找到, 准确地轰炸, 刺穿, 准确描述, 使突出, 强调\na. 针尖的, 极微的, 精确的, 详尽的, 精确定位的"
pinprick,'pinprik,"n. 针刺孔, 针扎, 小刺激, 小烦恼"
pinstripe,'pinstraip,"n. 细条纹, 细条纹布料"
pintail,'pinteil,"n. 针尾鸭, 针尾松鸡, 尖尾冲浪板"
pinto,'pintәu,"a. 黑白花斑的, 杂色的\nn. 花马, 菜豆"
pinwheel,'pinhwi:l,"n. 轮转焰火, 纸风车, 快速旋转的东西"
pinyon,,矮松
pion,'paiɔn,[化] π介子
pioneer,.paiә'niә,"n. 先锋, 拓荒者, 创始人\nvt. 提倡, 开辟, 开创, 倡导\nvi. 作先驱, 开路\na. 最早的, 开拓的, 先驱的, 有开拓者特点的"
pioneering,,a. 首创的；先驱的
pious,'paiәs,"a. 虔诚的, 敬神的, 尽责的, 可嘉的, 不可能实现的"
piously,,adv. 虔诚地
pipe,paip,"n. 管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器\nvt. 以管输送, 吹哨子, 吹奏, 尖声唱\nvi. 吹笛, 尖叫, 吹长哨发令\n[计] 管道"
piped,paipt,a. 酒醉的
pipefish,'paipfiʃ,"n. 杨枝鱼, 海龙"
pipeline,'paiplain,"n. 管道, 传递途径\n[化] 管路; 管线"
piper,'paipә,"n. 吹笛者, 风笛手, 管乐器吹奏者, 管道安装工, 幼鸽"
pipette,pi'pet,"n. 吸量管, 吸移管\n[化] 吸移管"
piping,'paipiŋ,"n. 吹笛, 笛声, 管道, 尖锐声音, 衣服滚边\na. 吹笛的, 高音的, 平静的, 乐声优雅的"
pipsqueak,'pipskwi:k,"n. 矮小的人, 小人物, 无足轻重的东西"
piquancy,'pi:kәnsi,"n. 辛辣, 辣味, 尖刻, 激励, 可爱"
piquant,'pi:kәnt,"a. 辛辣的, 开胃的, 刺激的, 活泼的, 调皮的, 淘气的, 可爱的"
pique,pi:k,"n. 赌气, 愤怒, 不快, 凹凸织物\nvt. 伤害...自尊心, 激怒, 刺激, 引起兴趣, 使兴奋"
piqued,pi:kt,v. 伤害…的自尊心( pique的过去式和过去分词 ); 激起（好奇心）
piracy,'paiәrәsi,"n. 海盗行为, 海上劫掠, 剽窃, 著作权侵害, 非法翻印\n[法] 海盗行为, 海上掠夺, 海盗罪"
piranha,pi'rɑ:njә,n. 水虎鱼(南美产)
pirate,'paiәrәt,"n. 海盗, 盗印者, 侵犯专利权者\nvt. 盗印, 掠夺, 翻印\nvi. 做海盗, 从事劫掠"
pirated,,a. 盗版的
piratical,pai'rætikәl,"a. 海盗的, 象海盗的, 非法翻印的"
piriform,"'pirә,fɔ:m","[医] 梨状的, 梨形的"
pirogue,pi'rәug,"n. 独木舟, 双桅平底船"
pirouette,.piru'et,"n. 脚尖旋转, 快速旋转\nvi. 以脚尖旋转, 作快速旋转"
piss,pis,"vi. 小便, 下大雨, 抱怨\nvt. 撒尿弄脏, 尿在...上\nn. 小便"
pissant,ˈpisænt,n. 无足轻重的人（或东西）
pissed,pist,a. 喝醉的
pisser,,"n. 小便的人, (美)(非正式)难事, 艰苦的活儿, (美)(非正式)淘气男孩"
pissing,pisɪŋ,v. 撒尿( piss的现在分词 ); 倾盆而下
pistachio,pi'stɑ:ʃiәu,"n. 阿月浑子树, 阿月浑子果实, 淡草绿色"
piste,pi:st,n. 滑雪道
pistil,'pistil,n. 雌蕊\n[医] 雌蕊
pistol,'pistl,"n. 手枪, 信号枪\nvt. 以手枪杀死(或伤害)"
piston,'pistәn,"n. 活塞, 活塞阀键\n[医] 活塞(如注射器的)"
pit,pit,"n. 深坑, 矿井, 果核, 地窖, 深渊, 绝境, 陷阱\nvt. 窖藏, 使凹下, 使有麻点, 去...之核, 使留疤痕, 使相斗, 使竞争\nvi. 起凹点, 凹陷"
pita,'pi:tə,n. （希腊和中东地区的）皮塔饼
pitbull,, 斗牛犬
pitch,pitʃ,"n. 程度, 坡度, 顶点, 前倾, 倾斜, 投掷, 音高, 螺距, 节距, 摊位, 树脂, 沥青\nvt. 投, 掷, 向前倾跌, 扎营, 竭力推销, 为...定调, 定位于, 用沥青涂\nvi. 搭帐篷, 投掷, 向前跌, 猛然摔倒, 坠落, 倾斜\n[计] 孔距"
pitched,,a. 斜的；人字形的
pitcher,'pitʃә,"n. 有把的大罐, 瓶状体, 投手, 摊贩"
pitchfork,'pitʃfɔ:k,"n. 干草叉, 草靶, 音叉\nvt. 骤然把...塞进, 骤然把...抛入"
pitching,'pitʃiŋ,"n. 护坡(石), 铺地石, 俯仰, (船的)上下颠簸"
pitchman,'pitʃmәn,n. 摊贩
piteous,'pitiәs,"a. 哀怨的, 可怜的, 慈悲的"
piteously,'pɪtɪəslɪ,"adv. 可怜地, 凄惨地; 慈悲地"
pitfall,'pitfɒ:l,"n. 陷阱, 诱惑, 阴谋, 易犯的错误, 意想不到的困难"
pith,piθ,"n. 木髓, 骨髓, 要旨, 重要性, 力量, 核心, 意义, 精华\nvt. 从(植物茎)中取髓, 刺毁(动物的)脑脊髓"
pithy,'piθi,"a. 有髓的, 由髓组成的, 简洁有力的"
pitiable,'pitiәbl,"a. 引人怜悯的, 可怜而又可鄙的, 可怜的, 令人怜悯的"
pitiful,'pitiful,"a. 慈悲的, 可怜的, 令人同情的, 可鄙的"
pitifully,,"adv. 可怜地, 令人怜悯地；可恨地"
pitiless,'pitilis,"a. 无情的, 冷酷的, 无怜悯心的"
pitilessly,'pɪtɪləslɪ,"adv. 无情地, 冷酷地"
piton,'pi:tɒn,"n. 峻峭的山顶, (登山用的)钢锥"
pittance,'pitns,"n. 少量津贴, 小额施舍, 少量"
pitted,'pitid,"a. 有凹痕的, 有麻点的, 去核的"
pitting,'pitiŋ,"n. 锈斑, 凹痕\n[化] 点状腐蚀"
pituitary,pi'tju:itәri,"n. 脑垂体, 垂体制剂\n[医] [稠]粘液的, 垂体的, 垂体"
pity,'piti,"n. 遗憾, 同情, 怜悯, 憾事, 可惜\nvt. 同情, 怜悯\nvi. 觉得可怜, 有同情心"
pitying,'pitiiŋ,"a. 怜悯的, 同情的"
pityingly,,adv. 怜惜地
pivot,'pivәt,"n. 枢轴, 支点, 旋转运动, 中枢, 关键人物\na. 枢轴的, (如)在枢轴上转动的\nvi. 在枢轴上转动, 随着转移\nvt. 装枢轴于, 以...为中心旋转\n[计] 程序员交互验证和编制工具, 数据透视表"
pivotal,'pivәtәl,"a. 枢轴的, 关键的, 起中心作用的"
pivoting,'pivәtiŋ,"[计] 选主元\n[医] 柱样嵌体, 定桩法, 牙冠定着术"
pix,piks,"[医] 焦油, 沥青"
pixel,'piksәl,n. 像素\n[计] 象素
pixelated,'piksəleit,n. 像素化；视频滤镜效果
pixie,'piksi,"n. 妖精, 喜欢恶作剧的精灵, 小鬼\na. 淘气的, 调皮捣蛋的, 恶作剧的"
pixilated,'piksәleitid,"a. 精神有点失常的, 喝醉了的, 着魔似的, 淘气的, 怪癖的\n[法] 精神有些失常的, 有点怪癖的"
pixy,'piksi,"n. 小精灵, 小鬼, 小淘气\na. 淘气的, 恶作剧的"
pizazz,pi'zæz,"n. 精力, 魅力, 华丽"
pizza,'pi:tsә,n. 比萨饼
pizzazz,"pi'zæz,pә-","n. 精力, 劲儿, 精神, 漂亮, 时髦派头"
pizzeria,pi:tsә'ri:ә,"n. 匹萨饼店, 意大利肉饼店"
pizzicato,",pitsi'kɑ:tәu","n. 拨奏曲, 用指弹的乐曲\na. 指弹的"
placard,'plækɑ:d,"n. 公告, 布告, 小牌, 海报\nvt. 公布, 布告, 张帖, 贴海报于"
placate,plә'keit,"vt. 抚慰, 平息, 使和解, 怀柔"
placating,ˈpleɪˌkeɪtɪŋ,"v. 安抚, 抚慰, 使平静( placate的现在分词 )"
place,pleis,"n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位\nvt. 放置, 寄予, 认出, 评定, 任命\nvi. 名次列前"
placebo,plә'si:bәu,"n. (为死者所诵的)晚祷歌, 安慰剂, 安慰的话, 使人宽慰的事\n[医] 安慰剂, 无效[对照]剂"
placeholder,'pleishәuldә,n. 占位符\n[计] 占位符
placekicker,, 开球员
placeless,,a. 没有固定位置的
placemat,,n. 餐具垫
placement,'pleismәnt,"n. 放置, 布置, 工作安排, 编班, 定位球\n[计] 放置"
placenta,plә'sentә,"n. 胎盘, 胎座\n[化] 胎盘"
placental,plә'sentl,"a. (有)胎盘的, (有)胎座的\nn. 有胎盘哺乳动物"
placer,'pleisә,"n. 砂矿, 砂矿开采地, 放置者, 得名次者"
placid,'plæsid,"a. 平静的, 温和的, 沉着的, 平稳的"
placidity,plә'siditi,"n. 平稳, 平静, 温和"
placidly,'plæsɪdlɪ,"adv. 平稳地, 平静地"
placing,'pleisiŋ,"n. 出盘, 出售\n[化] 铺设"
plage,plɑ:ʒ,"n. 海滨, 谱斑"
plagiarism,'pleidʒiәrizm,"n. 剽窃, 抄袭, 剽窃物\n[法] 抄袭, 剽窃, 剽窃作品"
plagiarist,'pleidʒiәrist,"n. 剽窃者, 抄袭者\n[法] 剽窃者, 抄袭者"
plagiarize,'pleidʒiәraiz,"v. 剽窃, 抄袭"
plague,pleig,"n. 瘟疫, 天罚, 麻烦, 灾祸\nvt. 折磨, 使苦恼, 使得灾祸"
plaice,pleis,"n. 欧鲽, 拟庸鲽"
plaid,plæd,"n. 格子花呢披风, 格子花呢, 格子图案"
plain,plein,"n. 平原, 草原, 朴实无华的东西, 无格式\na. 简单的, 明白的, 平常的, 不好看的, 朴素的, 清晰的, 普通的, 平坦的, 十足的\nadv. 清楚地, 显然地\n[计] 无格式"
plainchant,ˈpleɪntʃɑ:nt,n. 单声圣歌
plainclothes,'plein'klәjðz,a. 穿便衣的
plainclothesman,'plein'klәuðzmәn,"n. 便衣刑警, 密探"
plainer,'pleinә,[方]等于complainer
plainly,'pleinli,"adv. 清楚地, 明白地, 简单地, 朴素地, 直率地, 坦白地"
plainness,'pleinnis,"n. 平坦, 明白, 正直\n[化] 平坦度"
plaint,pleint,"n. 悲叹, 感叹, 诉苦, 起诉, 抗议, 抱怨\n[法] 控告, 起诉, 告状"
plaintiff,'pleintif,"n. 原告, 起诉人\n[经] 原告, 原起诉人"
plaintive,'pleintiv,"a. 悲哀的, 哀伤的, 伤心的, 表示痛苦的"
plaintively,'pleɪntɪvlɪ,"adv. 悲哀地, 哀怨地"
plait,pleit,"n. 褶, 辫子, 麦秆条带\nvt. 打褶, 编织, 把...编成辫"
plaited,'pleɪtɪd,v. 把…编成辫绳( plait的过去式和过去分词 )
plan,plæn,"n. 计划, 方案, 策略, 方法, 进度表, 程序表, 平面图, 设计图, 轮廓, 示意图\nvt. 计划, 设计, 意欲\nvi. 订计划"
planar,'pleinә,"a. 平面的, 在同一平面上的, 二维的\n[电] 平面"
plane,plein,"n. 平面, 扁平物, 机翼, 飞机, 水准, 地位\na. 平的, 平面的\nvt. 将...刨平, 刨平, 掠过水面\nvi. 翱翔, 乘飞机旅行, 刨掉"
planeload,'pleinlәjd,n. 飞机负载量
planer,'pleinә,"n. 平路机, 刨床, 刨工, 刨机\n[机] 龙门刨床"
planet,'plænit,"n. 行星, 命运星辰, 杰出的人, 重大影响的事"
planetarium,.plæni'tєәriәm,"n. 行星仪, 天文馆, 天象图"
planetary,'plænitri,"a. 行星的, 流浪的, 迁移不定的, 地球上的, 现世的"
planetesimal,.plæni'tesiml,"n. 星子, 小行星体"
planetoid,'plænitɒid,"n. 小行星, 类行星的物体"
plangent,'plændʒәnt,"a. 轰鸣的, 凄切的, 哀鸣的"
planing,,[机] 平刨
planisphere,'plænisfiә,"n. 球体投影图, 天体平面图"
plank,plæŋk,"n. 厚木板, 支架, 木板制品, 冲浪板, 救急物, 政纲条目\nvt. 在...上铺板, 撂下, 立即付款"
planked,,"(plank 的过去分词) n. 厚木板, 支架, 木板制品, 冲浪板, 救急物, 政纲条目\nvt. 在...上铺板, 撂下, 立即付款"
planking,'plæŋkiŋ,"n. 铺板工作, 板材, 船壳板, 地板"
plankton,'plæŋktәn,n. (总称)浮游生物\n[医] 浮游生物
planktonic,,[医] 浮游生物的
planned,plænd,"a. 计划了的, 预定的, 根据计划的, 有组织的\n[法] 有计划的, 计划的, 有秩序的"
planner,'plænә,"n. 计划者, 设计者, 安排者\n[机] 刨床机"
planning,,"n. 计划的制订, 策划, 设计, 规划\n[计] 计划, 规划"
plant,plænt. plɑ:nt,"n. 植物, 作物, 工厂, 树枝, 生长, 设施, 成套设备\nvt. 种植, 栽培, 播种, 培养, 安置, 殖民于, 使位于\nvi. 种植"
plantain,'plæntin,"n. 车前草, 大蕉\n[医] 车前草"
plantation,plæn'teiʃәn,"n. 种植园, 大农场, 植树造林, 新开垦地\n[医] 栽植(如牙或其他组织的植入、再植和移植)"
planted,,vbl. 种植
planter,'plæntә,"n. 种植者, 耕作者, 种植机, 花盆"
planting,'plæntiŋ,"n. 种植, 栽培, 播种, 人工林, 花圃, 苗圃"
plantlet,'plɑ:ntlit,"n. 小植物, 苗"
plantsman,'plɔ:ntsmәn;'plænts-,"n. 苗圃工作者, 花卉栽培者"
plaque,plɑ:k,"n. 匾, 饰板, 名牌, 勋章, 胸襟饰物, 血小板"
plasm,plæzm,"[医] 浆, 血浆, 原生质, 原浆"
plasma,'plæzmә,"n. 血浆, 淋巴液, 原生质, 等离子体\n[化] 等离体; 等离子体"
plasmacytoma,,[医] 浆细胞瘤
plasmapheresis,",plæzmә'ferәsis","[医] 血浆除去法, 去血浆法"
plasmid,'plæzmid,[化] 质粒\n[医] 质体(胞质遗传体)
plasminogen,plæz'minәdʒin,[化] 纤溶酶原; 血纤维蛋白溶酶原
plasmodium,plæz'mәudiәm,"n. 原质体, 合胞体, 变形体, 疟原虫\n[医] 疟原虫属"
plaster,'plæstә,"n. 石膏, 灰泥, 安慰(缓解)用品, 膏药\nvt. 涂以灰泥, 敷以膏药, 掩饰, 使平服, 彻底击败, 减轻, 粘贴"
plasterboard,'plæstәbɒ:d,n. 石膏灰泥板
plastered,'plæstәd,"a. 醉醺醺的, 抹上灰泥的, 涂得厚厚的"
plasterer,'plæstәrә,"n. 泥水匠, 粉刷工"
plasterwork,"'plɑ:stәw\\\\:k-,'plæs-",n. [建]抹灰泥工作
plastic,'plæstik,"n. 塑料, 可塑体, 可塑性物质\na. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的"
plasticity,plæ'stisiti,"n. 可塑性, 柔软性, 立体感\n[化] 可塑性; 塑性力学"
plasticized,p'læstɪsaɪzd,a. 增塑的\nv. 使成可塑体( plasticize的过去式和过去分词 )
plasticizer,'plæstisaizә,"n. 塑化剂, 增塑剂\n[化] 塑化剂; 增塑剂"
plastique,plɑ:s'ti:k,(=plastic bomb)塑料炸弹
plat,plæt,"n. 小块地, 地图\nvt. 制...的地图"
plate,pleit,"n. 碟, 盘子, 盆中物, 金属板, 图版, 金银餐具, 印版, 金属牌(照)\nvt. 镀金, 电镀, 用金属板固定, 给...装钢板, 为...制印版"
plateau,plæ'tәu,"n. 高地, 高原, (上升后的)稳定水平\n[医] 高原, 平顶, 坪"
plated,'pleitid,"a. 镀金的, 装甲的, 被覆镀的"
plateful,'pleitful,"n. 满盘, 一盘"
platelet,'pleitlit,"n. 血小板, 小盘, 小板"
platform,'plætfɒ:m,"n. 站台, 月台, 讲台, 论坛, 平台\n[计] 平台"
plating,'pleitiŋ,"n. 电镀, 镀层, 金属外表的镀层, 装甲\n[化] 喷镀"
platinum,'plætinәm,"n. 白金, 铂, 银灰色\n[化] 铂Pt"
platitude,'plætitju:d,"n. 单调, 平凡, 陈腐, 陈词滥调"
platonic,plә'tɔnik,"a. 空谈的, 不实际的, 柏拉图哲学的, 柏拉图的"
platoon,plә'tu:n,"n. 排, 一组, 一群人"
platter,'plætә,"n. 大浅盘, 主菜盘\n[计] 底板"
platypus,'plætipәs,n. 鸭嘴兽
plaudit,'plɒ:dit,"n. 拍手喝彩, 称赞, 赞美"
plausibility,.plɒ:zi'biliti,"n. 似有道理, 貌似可信\n[法] 花言巧语, 似乎有理"
plausible,'plɒ:zibl,"a. 貌似真实的, 貌似合理的, 说得煞有其事的\n[法] 花言巧语的, 似乎有理的"
plausibly,ˌplɔ:zəblɪ,adv. 似真地
play,plei,"n. 游戏, 游玩, 玩笑, 运动, 比赛, 赌博, 跳动, 表演, 剧本\nv. 玩, 游戏, 假装, 开玩笑, 比赛, 扮演, 演奏, 演戏, 传摇曳, (使)跳动\n[计] 播放"
playa,'plaiә,"n. 干盐湖, 河滩, 海边休养地"
playable,'pleiәbl,"a. 可玩的, 可演奏的, 宜玩的, 宜演奏的"
playact,'pleiækt,"vi. 出场演戏, 装扮, 装腔作势\nvt. 演出, 表演"
playback,'pleibæk,"n. (录音)重放, (录音)重放装置\n[计] 重现"
playbill,'pleibil,"n. 戏单, 演出海报, 节目单"
playbook,,"n. 剧本, 剧本集"
playboy,'pleibɒi,"n. 花花公子, 乖巧的人"
playdate,'pleideit,n. (影片等的)上映期
played,,v. 玩耍；演奏；播放；参加竞赛（play的过去分词）
player,'pleiә,"n. 竞赛者, 上场队员, 游戏者, 演员\n[经] 交易者"
playful,'pleiful,"a. 爱打趣的, 多趣的, 开玩笑的, 嬉戏的"
playfully,,adv. 开玩笑地；好游玩地
playfulness,,"n. 活泼快乐, 戏谑; 童心"
playgoer,'pleigәuә,"n. 爱看戏的人, 常看戏的人, 戏迷"
playground,'pleigraund,"n. 运动场, 操场, 度假胜地, 活动场所"
playgroup,,n. 托儿所
playhouse,'pleihaus,"n. 剧场, 儿童之家, 玩具房"
playing,,"n. 游戏, 玩耍, 竞技, 比赛, 扮演, 演奏, 赌博"
playland,p'leɪlænd," 操场, （儿童）游戏场"
playlist,'pleilist,n. 播放列表；演出剧目表
playmaker,"'plei,meikә(r)",n. (篮球、 曲棍球等 ) 场上组织进攻的队员
playmaking,"'plei,meikiŋ",n. 控球后卫；发动机
playmate,'pleimeit,"n. 玩伴, 游伴"
playoff,'pleiɔ:f,n. 双方得分相等时的最后决赛；复赛；季后赛
playpen,'pleipen,n. 游戏围栏
playroom,'pleiru:m,"n. 游戏室, 娱乐室"
plaything,'pleiθiŋ,"n. 玩具, 被玩弄的人, 玩物"
playtime,'pleitaim,"n. 游戏时间, 娱乐时间, 演出时间, 开幕时刻"
playwright,'pleirait,n. 剧作家
plaza,'plɑ:zә,"n. 广场, 市场, 购物区"
plc,,[计] 可编程逻辑控制器
plea,pli:,"n. 恳求, 辩解, 抗辩, 诉讼, 请愿, 托词\n[法] 抗辩, 申诉案件, 答辩"
plead,pli:d,"vi. 辩护, 恳求\nvt. 为...辩护, 提出...借口, 托称, 恳求"
pleader,'pli:dә,"n. 辩论者, 辩解者, 申诉人, 答辩人\n[法] 抗辩人, 答辩人, 辩护律师"
pleading,'pli:diŋ,"n. 辩论, 恳请, 答辩, 诉讼手续, 诉状\na. 恳求的"
pleadingly,ˈpli:dɪŋli,"adv. 祈求地, 诉愿地"
pleasant,'pleznt,"a. 愉快的, 可爱的, 活泼的, 亲切的"
pleasantly,,"adv. 和蔼地, 亲切地；友好地；愉快地"
pleasantness,'plezntnəs, 愉快
pleasantry,'plezәntri,"n. 幽默, 开玩笑"
please,pli:z,"adv. 请\nvt. 使高兴, 合...的心意, 取悦\nvi. 使人满意, 讨好, 愿意, 敬请"
pleased,pli:zd,"a. 高兴的, 喜欢的, 满足的"
pleaser,,n. please的变形
pleasing,'pli:ziŋ,"a. 令人喜爱的, 愉快的, 舒适的"
pleasingly,'pli:ziŋli,adv. 高兴地；喜欢地
pleasurable,'pleʒәrәbl,"a. 快乐的, 愉快的, 舒适的, 心情舒畅的"
pleasurably,ˈpleʒərəbli,adv. 愉快地; 舒适地; 快乐地; 欢愉地
pleasure,'pleʒә,"n. 快乐, 愉快, 令人高兴的事, 娱乐, 希望\nv. (使)高兴"
pleat,pli:t,"n. 褶, 褶状物\nvt. 打褶, 把...编成辫"
pleated,ˈpli:tɪd,"a. 打褶裥的, 起褶的"
pleating,'pli:tɪŋ, 打裥
pleb,pleb,"n. 平民, 庶民"
plebe,pli:b,"n. (军官学校)新生, 平民"
plebeian,pli'bi:әn,"n. 平民, 庶民, 大众, 平庸的人\na. 平民的, 一般的, 普通的, 粗俗的"
plebiscite,"'plebisit, -sait","n. 公民投票, 平民表决"
pledge,pledʒ,"n. 诺言, 保证, 誓言, 抵押, 信物, 保人, 祝愿\nvt. 许诺, 保证, 使发誓, 抵押, 典当, 举杯祝...健康"
